,SID31004,SID31009,SID31021,SID31071,SID31112,SID31129,SID31159,SID31160,SID31188,SID31219,SID31223,SID31236,SID31237,SID31267,SID31276,SID31285,SID31300,SID31328,SID31333,SID31343,SID31360,SID31367,SID31379,SID31416,SID31428,SID31446,SID31450,SID31452,SID31489,SID31493,SID31512,SID31519,SID31537,SID31549,SID31557,SID31637,SID31685,SID31700,SID31711,SID31714,SID31723,SID31749,SID31750,SID31766,SID31865,SID31866,SID31868,SID31870,SID31871,SID31872,SID31873,SID31874,SID31875,SID31876,SID31877,SID31878,SID31879,SID31880,SID31881,SID31883,SID31884,SID530050,SID530052,SID530055,SID530074,SID530075,SID530119,SID530154,SID530163,SID530167,SID530177,SID530215,SID530227,SID530251,SID530258,SID530295,SID530315,SID530331,SID530364,SID530368,SID530373,SID530394,SID530444,SID530451,SID530890,SID531128,SID531155,SID531248,SID531274,SID531277,SID531281,SID531333,SID531352,SID531361,SID531382,SID531414,SID531416,SID531424,SID531469,SID531766,SID531775,SID532749,SID532779,SID532796,SID532802,SID532826,SID532915
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus,171323,175246,33787,1024265,0,7779,0,82163,1244554,123308,1623,135052,349231,29951,60120,52742,181259,322765,6534,11896,121360,2738,165398,0,336402,186485,6535,239422,34047,22575,104248,311086,128251,248201,116188,0,1138,20723,0,4424,0,141048,80584,109536,542995,300050,13868,0,538884,0,42598,17675,91899,13309,184562,190435,32003,55448,10218,521730,19581,94396,0,82403,87203,97810,136509,3613583,13248,0,180714,0,0,0,112698,230831,50476,504701,168164,99097,58855,160385,68283,36435,169877,107835,190172,51248,7742,259331,60071,1737063,18780,0,0,17962,12310,0,0,244384,0,0,8158,0,12971,0,68538
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis,142445,1439210,3904887,3440616,11379264,6503,18217187,607,64252,0,527570,2974464,991928,56404,767142,4779,467832,3667,7705877,2394,1933954,161244,1030980,0,223,9079,7650,1523819,1214910,795370,4539137,388971,2519420,2852411,10797045,4180631,149329,3114230,1175,19054923,49513,3417171,388273,0,6689,30630,349562,12265444,12770612,4947,4854062,1877217,90118,2042431,41824,236850,22484265,151979,5390712,121370,12204438,0,8559061,5226248,237,124885,22293445,0,0,0,2266,14736775,0,1658,3541357,1277,4725392,1738977,4495334,0,0,0,1117465,405556,1680462,1609396,124316,259516,23716,6130,3034561,80965,0,0,5820,629621,5546152,5983,4868,0,3731,5778257,165188,686824,1044933,1025324,3622307
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_274,117141,0,0,51514,0,332690,45455,0,0,113805,0,0,977596,12138,1418458,0,363681,0,0,0,0,65489,1671330,13774,0,1098932,51940,0,0,22149,383687,0,0,7082562,0,187708,0,0,0,134748,0,1020275,145,243568,174203,18008,492676,0,0,0,62458,53271,0,68900,0,0,143902,110871,23335,0,0,0,13020,474728,0,0,0,0,0,277921,0,0,0,0,298078,238912,0,0,101108,0,0,770839,0,0,2965,0,252,0,0,0,0,0,2300,396803,0,0,4731,0,0,0,0,1527779,183771,375104,0,0,293316
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis,104675,66326,0,1610,9293,0,0,18426,0,32874,0,11068,0,35315,2700,0,0,0,0,0,0,5744,26338,0,0,0,0,1389,0,0,0,0,13414,0,0,0,0,0,34648,0,0,0,10794,0,2460,17446,112520,28142,0,22513,7196,0,0,235655,0,0,13742,0,0,0,4528,18170,0,0,0,0,32056,0,96731,52445,122746,0,0,0,0,27876,0,0,0,9537,274,0,0,0,4483,7800,0,5710,0,0,17349,0,0,957,0,0,8120,0,42983,0,16601,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum,97203,65123,50400,25505,0,340145,0,1674,4090,0,1160,0,589,167849,65937,117605,52718,642447,0,0,32320,57039,23140,0,18435,11814,0,187843,118101,4852,6299,76135,357118,0,0,0,6299,35724,0,11745,12151,0,148804,80392,277375,247501,107891,0,3524,0,52721,493200,160856,71131,0,3200,34016,0,339136,5011,71891,5113,596098,621577,0,23644,11460,0,0,577250,0,84273,0,0,195153,14880,0,31623,0,0,0,0,220039,65324,422946,0,42550,104948,0,165607,0,0,0,76506,0,0,4049,0,707740,112945,1541653,620869,353726,0,206348,0,219927
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor_plautii,90279,9612,18820,87279,118500,0,9553,0,7330,0,0,86135,5627,4037,0,8868,0,2451,11262,7535,112319,9842,59871,0,56286,568201,191233,31806,0,14610,11294,0,91,3870,0,0,9918,1372,0,0,58137,23977,4774,844,18571,4799,118189,13520,883,198966,58485,52224,35387,127712,157557,21173,17495,0,38709,413202,139965,58833,0,1345,3896,15659,970,34900,4250,95226,0,2028,121608,0,0,0,0,9383,19833,7290,2406,234178,0,0,29125,35901,74742,3166,2898,197711,8108,968433,25989,188584,726206,89307,195755,0,72341,100830,194295,559523,17449,124379,6583,2464,117914
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_rhamnosus,78864,0,0,0,229,0,193,0,0,0,0,0,56628,0,0,0,3670,0,1874,0,0,32773,152122,0,0,402783,0,18758,0,600,0,0,0,6906,111653,0,0,0,0,0,153217,0,0,15217,1174,19788,355836,0,0,0,0,0,0,10557,0,0,0,18890,0,0,0,2133,0,0,2216,0,0,4490,49886,3457,0,0,0,31735,7623,0,0,0,0,0,0,0,68578,0,0,0,93316,0,2332,0,7278,0,0,2608,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_sanguinis,77506,1739,6614,2696,11159,6726,4441,1238,0,0,1181,539,567,0,0,0,7493,12430,2341,18892,4510,4015,82399,0,3813,44419,0,0,4255,23882,2684,25185,16764,5839,8837,11737,0,34318,0,15092,0,2750,1591,0,11950,8851,1148,62630,29238,0,1637,739,0,0,0,0,0,5314,0,7060,0,0,5219,844,0,5814,2348,71916,9145,4033,12648,0,0,4485,36025,0,3159,0,0,0,7007,0,0,0,0,0,7585,3825,860,3944,21239,2962,2442,0,0,0,0,0,35629,3813,6208,0,3331,722,589,30861,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantis,69854,0,1812,1392,4179,0,0,0,0,0,0,0,0,1524,0,0,0,590,353,9975,0,3440,60281,0,0,43705,0,1416,0,3143,0,716,1498,0,15898,2451,0,22481,0,1830,0,0,0,0,889,485,0,46548,2720,0,0,0,0,6728,0,0,0,6040,0,845,0,0,289,0,0,2921,0,10674,25802,0,0,0,0,501,4296,0,2893,0,0,0,0,0,0,0,0,0,0,2928,3071,0,25678,0,0,0,0,0,0,0,8764,0,0,1399,0,0,0,1789,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_delbrueckii,69466,3290722,78576,123542,2354,134080,7190,0,0,0,0,135940,0,6903,0,0,40053,0,0,733,0,0,0,0,0,0,0,0,0,0,0,0,79790,0,10908,0,0,0,0,0,4582,0,0,434,0,9904,13344,3146,0,0,0,0,0,0,0,0,0,58490,0,4864,13374,37158,0,0,0,0,32067,14303,0,1077,0,0,0,0,11264,0,0,0,0,0,2577,0,0,0,0,0,1272,0,77932,0,0,0,5026,0,0,0,0,0,0,10868,3640,0,0,0,0,0,45398
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Hafniaceae|g__Hafnia|s__Hafnia_paralvei,63172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_curvatus,50726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1835,0,0,0,0,0,1110,0,0,0,0,0,1470,0,596,0,0,0,8410,0,8392,0,0,0,0,0,2031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4316,0,11017,25501,9309,0,0,0,0,0,2190,1059,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis,47949,476,5301,18399,25042,44070,28562,0,0,0,0,4128,0,0,0,3344,3694,9843,3241,8824,1717,10882,94774,21458,11602,12902,342,0,0,28195,0,7181,16805,0,32423,95488,2426,23667,12730,13451,0,0,1296,0,11573,0,3743,16094,2477,13752,426,4984,0,15499,0,0,0,20573,5048,4467,0,0,5068,0,0,2236,0,129829,35337,0,3593,0,0,0,37384,0,471,0,570,0,2531,0,0,0,0,0,29889,5185,913,0,99921,1328,2177,858,0,0,471,6276,47353,0,4546,2154,0,0,0,10006,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa,45266,5705,0,2145,0,636,2637,0,0,649,0,0,0,4815,0,0,22315,46884,0,8054,0,2802,46311,214,6730,18101,0,13883,0,4306,359,0,0,142,21283,23911,0,21236,3096,0,0,13987,0,0,0,0,651,25794,0,12524,0,0,0,8660,0,0,0,2645,0,1727,0,0,0,0,9825,0,471,1416,125048,0,2518,743,0,0,16862,1889,0,0,0,0,0,0,0,14984,0,2133,2509,2654,83,0,19621,0,0,0,5022,2782,0,1107,5769,3444,0,0,0,376,0,318,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_57_20,31111,11238,17769,8976,0,0,913,97085,326712,25843,222706,0,0,153944,105528,599014,501742,125336,0,0,22860,0,0,0,0,0,83037,210500,31664,0,7142,10752,3597,159,0,0,68960,57493,0,0,0,45990,34859,0,0,208754,19781,0,0,29995,102498,672439,343744,0,0,237955,0,0,254535,19168,105197,0,0,21313,0,5983,34869,0,0,310571,3523,0,0,0,101,616478,0,22544,0,0,50187,0,474,934178,261161,1378521,0,284667,15861,74112,0,0,401,51023,0,0,0,0,398389,325293,0,0,337033,0,8118,0,59736
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_hominis,28306,37629,539692,1538,217463,161632,2808,67637,0,354451,29604,41336,96326,16196,10089,5615,2229022,493568,10185,0,44515,15075,198541,0,27373,262615,0,103834,128028,5602,2301,0,392720,8796,0,0,45648,6421,0,0,0,392176,33067,1675,11081,56933,66571,0,0,85731,16223,105015,1223354,344518,11755,109902,5884,128458,38195,28307,13341,703459,4171,21859,71,72242,142727,4930,0,104668,216844,2692,44820,0,266504,2132967,11202,237449,0,81487,447659,145954,27266,308840,307923,747759,54031,304920,7742,46147,0,9018,0,76641,341321,1326675,17096,0,1164697,662533,1435807,0,4651,876702,21122,686,58029
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parainfluenzae,27880,0,760,0,0,0,0,0,0,0,0,0,0,0,0,0,152667,0,0,0,0,383,6685,0,0,22991,0,0,0,0,0,721,0,755,0,0,0,34925,0,0,0,0,0,0,0,0,0,14717,0,0,0,0,0,0,0,0,0,1428,0,32517,0,12741,0,0,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,790,0,0,9161,24602,6655,0,569633,0,0,0,0,0,0,0,350110,11223,0,0,11982,0,1912,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_471,26748,526775,0,490427,0,7167,0,6690,13389,1879,52138,0,11589,12091,66241,11608,12806,1334,0,1271,2438,1264,0,0,14351,13764,0,370,27674,1781578,9162,391106,14908,413255,0,6434,3256,6401,0,1196,0,0,4568,2886,0,2342,203,11601,1574181,0,0,1540,4604,0,475,4195,2125,2005,1091,73,0,0,911529,572,0,5217,1375584,0,2678,0,0,0,0,0,289495,1947,4884,3630,0,9231,0,0,18420,5538,40755,0,0,781,0,2027,0,13839,0,0,245,0,0,0,0,67,0,0,5720,0,28360,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_odontolyticus,26367,0,1544,16498,5292,11132,827,0,4783,0,0,0,5627,17165,0,604,251,1777,2700,8365,7243,5706,64759,5698,0,2336,9143,2087,6680,15870,11822,2206,7260,6509,9348,7997,348,13575,1106,6657,20094,13732,15846,240,2138,83,1126,12155,1442,2220,1796,0,0,4181,0,11490,2651,8474,4987,2711,0,9395,6801,679,10357,3816,6270,19742,42622,0,2055,836,0,10627,10420,6414,5093,0,3079,0,0,413,0,5538,331,0,899,2916,2611,3271,7635,7655,3094,0,0,0,444,26893,9358,0,0,0,0,0,0,3987,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii,25169,45046,644365,0,0,0,5026,0,0,4330,6830,0,734,1327,18265,7123233,46470,557500,0,86787,1420918,40790,8640,51463,180,19073,48842,17221,292420,13345,3668,186226,6145,16400,0,0,33602,76750,0,0,1670,46130,419888,0,3091,1033568,236653,15605,0,2980,72593,564067,327231,610493,152267,3842468,19749,1305951,461397,66408,597248,122483,0,143690,322,1694,503340,0,0,205166,0,19793,910943,0,598,0,25166,0,12041,73103,1225034,1485140,0,7840,267086,1122517,66996,31929,20275,257541,3230,1824,706814,313026,7896,8663,139785,0,8653,109018,2334,0,89113,787061,28821,0,176005
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis,18498,280965,550409,100686,0,3806,58321,0,112695,286313,104656,1125642,87119,115353,112158,733725,2176134,3477129,0,873451,1722483,361816,150173,29761,2430,1030415,6435,587807,111700,57253,22845,151881,71895,5363,0,0,190960,193414,0,107,126588,436030,707836,60772,5975,363549,541016,0,76899,1046970,153775,8854919,1983923,5231987,7089,2371711,197594,1516166,2284319,866019,465473,452936,3756,740584,19575,340963,359384,0,4423,459260,50577,36549,0,0,144195,27643,63825,8660,1634273,0,0,5063405,3076,9001,22616,877553,253869,1490369,23090,5263408,26987,513271,763993,7619,69306,319296,1476391,0,631090,3016126,637223,658402,1684418,17537,681980,0,2538179
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_australis,14695,0,2766,0,5856,0,0,0,0,0,0,0,0,0,0,0,1677,5456,0,318654,0,0,114066,0,0,15347,0,0,0,11132,262,6887,0,0,2259,0,0,14821,0,800,0,0,768,0,1190,0,0,54836,15400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9629,0,0,0,8688,0,0,2562,34593,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15766,0,0,0,0,0,0,0,68495,0,0,0,0,0,0,3920,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sanguinis,13848,0,1198,0,6609,4256,0,11193,0,0,0,0,53642,0,0,0,0,7298,0,122758,0,0,135384,10021,21599,0,0,12330,0,17609,5179,11981,9242,0,788,0,0,0,55397,1593,27532,1448,0,0,10609,7383,0,0,5118,0,6321,0,0,0,0,109928,0,0,0,2454,1301,26714,19632,0,11438,1300,1160,103563,21514,15708,5598,1058,0,0,19143,0,15783,0,0,17732,4766,2597,1833,0,2847,0,11550,0,9357,0,2021,0,0,0,0,0,1770,0,205847,0,9062,0,0,0,0,53097,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica,13120,1249,1015,0,0,0,80460,1243,0,0,0,0,616,0,0,0,194351,0,0,0,0,6197,0,0,0,68826,0,0,0,0,0,0,6639,0,30630,0,0,0,0,0,1807,0,0,0,26994,0,633,644,0,0,0,807,0,0,4864,0,0,364912,0,4254,0,1467,0,0,0,0,0,231,0,0,0,0,520,0,0,0,0,0,0,905,0,0,0,34973,39355,1431,34730,130850,12903,0,187972,0,8088,1401,0,0,0,568,0,456,7366,1747,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bromii,12625,4592956,4742986,8181,519,3665,329214,5486732,380794,6070730,49693,15851673,6497,18247742,13164327,8700696,5402503,4077640,10529532,1318,3320,284270,8153570,910,5933873,19780,617,7933747,14623876,115154,7383224,10112,13315857,107502,444,2710128,13026715,320436,1191,409,7226,0,2350087,10607967,6946602,11722,926163,60967,14811448,6354474,8999169,159248,2067894,3754472,1764530,10259,7713,5470322,10597572,135057,4007,4435,2846121,6256084,1984,2411609,356,0,2057439,4962853,9407615,1875246,1492,0,8851464,5105849,3753,10347550,1590,3278,6106,1692774,42804,10826,8343659,7079,5252946,384046,5456,1967450,5609498,32787,10955869,1655,2769561,1946865,6216659,0,5441540,194,13235,0,11697,2574085,4644222,269089,4413156
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_sp_HMSC71H05,12139,0,2778,0,0,0,0,0,0,0,0,0,0,0,0,0,49656,0,0,0,0,0,13806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1364,0,0,0,10764,0,1778,0,19288,0,0,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,2552,0,0,0,0,0,2675,0,0,0,0,0,0,0,0,15224,0,0,0,0,1697,0,0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_83,11693,47756,4057668,0,0,18745,73002,120822,48647,721872,118259,544561,8300,43074,154567,904304,160055,126399,19208,0,98640,37918,12160,0,0,3520,1438,496661,46116,21603,44120,248506,318762,135546,0,0,644968,868598,0,0,11672,1521,395495,39650,5495,85514,170584,0,0,1696228,42916,432782,201805,587956,126532,660402,13485,1389744,2732700,69134,22434,174400,0,165401,116,3958,0,0,201,1060160,42662,134130,1112431,0,40490,1789855,16205,58003,400372,986880,0,0,13536,101176,34140,1185772,173598,121181,8708,72672,8125,1726,23063,0,0,945834,1338652,0,909695,322445,131170,0,229758,645868,320959,0,13910
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_dispar,11578,1130,0,0,0,0,6530,2251,0,0,0,0,0,0,0,0,39597,0,0,0,0,16830,1987,0,0,356459,0,0,0,6633,0,0,1256,0,0,0,2635,0,0,0,0,0,0,0,16790,0,2364,0,0,0,0,2963,0,0,0,0,0,192708,4397,29652,0,4825,0,0,0,0,2503,1780,0,6388,0,0,0,0,0,0,0,0,0,0,0,0,0,5062,5044,1592,0,52120,6934,0,21420,0,0,1087,0,0,0,0,11175,0,15699,1195,0,0,2012,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula,11411,0,5550,12399,0,0,520468,0,756,0,0,0,821,0,0,0,174117,12382,3059,5781,3250,39941,0,0,0,287614,0,1849,0,2357,0,21567,1791,0,0,0,0,0,64527,0,9855,0,0,0,34433,4869,13737,4612,0,0,0,7294,0,0,18916,0,0,1127918,0,34721,0,26266,0,0,0,0,0,91530,14289,13996,0,0,1243,0,0,0,0,9941,0,27021,0,1339,6116,35456,181831,0,6520,87916,100743,0,131230,0,0,3027,0,329,287,0,79952,1092,285656,0,0,191531,0,913641,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecium,10470,2082,0,0,0,0,0,0,0,517663,0,0,0,0,0,343397,0,0,0,0,0,85562,15395,0,0,30552,0,0,9951,0,0,0,0,0,167,163851,0,0,1688,1100791,0,0,10739,0,0,57724,8304,64501,0,0,0,0,0,0,0,0,0,0,0,3225,0,26225,0,0,26250,0,0,0,0,4136,0,0,0,516481,0,0,0,0,0,0,0,0,0,0,0,67617,0,0,1758721,0,142936,0,3411,0,68797,0,0,0,383,0,23204,0,0,0,0,0,2987
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens,10106,104173,57713,243624,0,0,279,0,51514,382457,585092,35813,8392,97809,893189,648039,53092,607443,37101,0,236962,5438,11661,1499,0,330070,0,1140543,72670,15612,0,447007,80779,24969,2570,0,54781,1232326,0,0,0,16914,836482,0,7836,253774,132821,3879,4117,188684,172368,1402062,112163,0,893832,422206,1337,248597,107279,279761,41708,188669,0,24035,8905,75994,8010,26284,12755,187869,192011,67697,17340,0,10796,535414,0,839174,0,145959,4263441,554469,41088,565891,453867,931484,17663,1191977,20290,12635,492681,0,0,0,0,3557504,835681,0,426915,4051439,1609,0,312763,142332,203984,62566,84920
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_S6_Spd3,8675,0,2219,4982,1581,0,0,0,0,0,0,0,0,4250,0,0,0,0,137,0,226,0,2479,0,0,405,0,0,0,1811,2272,0,853,919,1760,662,0,1659,0,0,525,4180,5453,0,0,0,0,5023,0,1617,0,0,0,0,0,0,0,35769,0,0,0,0,410,1041,491,0,0,0,0,0,4879,0,0,0,0,7504,2405,0,0,0,0,0,0,0,0,0,0,641,0,85,2097,104,0,0,0,0,0,0,0,0,0,0,0,0,539,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_haemolysans,8642,4370,632,3486,4448,2191,4913,0,0,0,0,0,0,0,0,0,0,0,0,654,0,0,7026,9801,6785,9845,0,0,2581,3497,0,2248,5590,0,0,21040,0,3597,1651,6296,732,0,0,0,9153,0,0,7269,4775,1448,2956,0,0,0,0,0,0,3793,0,2491,0,0,0,0,0,0,0,3912,6505,0,0,0,0,0,11018,0,0,0,0,0,3591,0,0,1323,0,0,3615,1269,0,1551,11139,0,0,409,0,0,969,0,0,456,0,0,0,620,0,13421,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Allisonella|s__Allisonella_histaminiformans,8196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12430,0,0,17796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1046,0,0,0,3508,0,0,0,0,0,1646,4321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14471,38199,0,775,0,0,0,0,0,3410,51361,0,0,0,0,0,0,0,0,0,6670,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_fermentum,7386,0,2705,0,0,0,0,0,0,0,0,0,8236,0,0,0,0,0,0,307732,0,1915,0,0,0,0,0,0,0,0,0,0,56336,0,16986,0,0,0,3811,0,9729,0,0,0,0,0,8182,0,0,0,0,0,0,69047,0,0,0,35800,0,0,497,21228,0,0,0,0,0,0,6408894,0,0,0,0,0,0,0,0,0,0,14089,0,0,0,1574,0,0,0,0,4044,0,0,0,0,0,0,0,0,164704,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_mesenteroides,7300,20077,0,1501,0,0,0,0,0,2025,0,0,0,0,0,0,47867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2068,0,0,0,0,0,0,0,0,0,0,0,0,0,3471,16960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3703,0,53631,0,0,0,0,0,0,0,0,0,0,2394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23432,0,265,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis,7214,0,168270,0,0,61705,0,0,4411,0,479,21970,66857,0,4613,4742,53823,0,8117,0,18415,39290,19034,0,208247,7336,0,0,2014,3856,126,16406,0,1924,1621,2155,14880,0,0,0,44467,0,2209,0,28656,11339,35503,0,1284,146,29314,16270,12147,27075,34437,24514,12635,0,359,85628,14907,0,0,8999,2591,4964,23076,101442,0,0,20844,6652,0,0,0,0,0,0,48708,0,16824,0,3091,0,0,0,11859,1989,0,42034,32863,0,1305,33980,0,647,24366,0,46477,12389,428374,0,19175,124755,1966,0,29146
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia_dentocariosa,6343,0,0,4343,0,0,4366,4322,0,0,0,0,0,0,0,0,0,0,0,677,0,0,14354,0,0,0,0,0,0,0,0,0,2038,0,0,124,0,0,5875,0,0,9607,0,0,0,0,0,5607,0,0,0,0,0,0,0,0,0,8213,0,0,0,1541,0,0,6085,0,75,37773,45934,2120,1467,0,0,0,9827,0,0,0,0,2524,0,0,5337,3763,0,0,0,0,20064,0,0,0,0,0,0,0,0,1069,0,0,0,0,0,0,0,152,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_infantium,6282,0,0,0,0,0,4425,0,0,0,0,0,0,0,0,0,22122,0,0,0,0,823,0,0,0,69830,0,0,0,0,0,0,0,0,927,0,0,0,0,0,0,0,0,0,2238,0,0,274,0,0,0,0,0,0,0,0,0,66957,0,2593,0,1196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5062,0,0,0,34643,936,0,9807,0,0,0,0,0,0,0,10662,0,1293,0,0,0,0,269,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mutans,5853,0,0,3117,2135,0,29679,0,0,0,0,0,117469,0,0,0,0,2014,0,49541,0,0,110598,0,0,0,0,0,0,0,1512,6123,40536,0,0,0,0,0,48093,21808,47459,3371,2393,1798,9359,18805,0,0,0,879,0,0,0,0,0,0,14150,25700,25449,1675,0,0,0,0,232947,0,0,3930,203018,31662,0,0,23574,0,0,0,3577,0,0,88282,0,0,154344,46094,85585,12227,20298,0,31752,0,0,0,0,0,0,0,0,0,0,0,0,1607,0,4317,0,0,0
